Q115
0
5418
3814
3192
5770
2622
36
21
5665
3419
3596
7801
3733
0
48
453
5208
10060
4317
6297
0
0
0
2840
4698
0
3915
9465
0
3731
4757
0
5731
6252
0
84
4185
1589
9836
3318
2554
0
0
2179
2319
7542
4888
6424
0
0
3035
0
4044
5660
0
3990
3726
0
3942
0
0
3109
0
0
6308
4940
5142
6874
6540
0
0
1982
2942
10062
6431
5245
0
0
2335
3658
6394
5824
4342
2532
6746
5800
5668
0
0
4205
0
0
9882
0
4309
6129
5582
0
0
3134
2681
3560
4452
4413
0
39
6101
4946
4502
6350
5530
0
3017
3926
0
3737
5011
0
2443
5137
0
0
2208
5392
3316
0
0
4283
8225
4820
7044
0
0
0
728
1244
4936
16345
5580
0
0
0
5685
5533
0
0
5617
4624
2087
11524
0
2428
1258
0
6831
12393
3579
4368
3445
1816
0
0
5692
3876
6637
4108
3743
0
0
5720
4328
7269
2451
5368
0
2284
4333
0
3005
9507
0
8178
2777
2271
4147
3976
3204
6629
0
0
10526
2340
4932
4196
3799
0
0
5005
1606
6116
6888
3440
0
0
1613
4738
5302
5716
0
4870
3319
3233
11527
0
1942
6645
59
0
2901
2290
3493
6541
5879
0
0
3680
14993
3411
6986
4038
0
0
2490
3003
7672
58
8316
5104
0
2563
3625
0
3195
2139
0
5544
6110
1699
5352
4086
5004
0
0
1801
1735
4399
3436
6
0
0
2989
0
0
0
192
0
5311
4810
0
3586
4880
0
4371
0
1418
5158
0
21972
784
0
0
6208
4646
7903
7328
4607
12
0
32415
4265
4933
6549
3654
0
0
5240
5685
5594
3108
3736
5505
0
3506
10784
0
17893
3273
0
0
3638
5066
4285
8008
2945
0
0
5246
3499
6732
48
0
3
0
7585
7124
4564
3870
3926
0
4316
3071
0
2579
1835
5578
39062
0
2993
4406
5163
3530
4672
0
0
1634
10196
4644
5496
192
0
0
0
3066
3902
3572
348
0
0
6344
14912
48
4716
10925
0
2978
13787
61
4463
8218
2846
0
0
3739
2564
5701
5629
5261
0
0
1909
2392
3278
3707
4696
0
0
2537
6078
0
5910
7463
0
2828
7509
0
10276
0
11220
12042
0
6421
2458
4460
5617
4131
0
0
2267
1112
459
3512
7229
0
0
6584
5272
4007
5392
4254
3345
6096
0
6765
17520
0
4911
5947
0
2412
4198
5428
1954
2146
0
0
3695
2070
4040
7284
4802
0
0
5246
2858
6723
10792
5845
4299
0
0
5579
7798
0
96
3197
0
3096
0
2319
1801
5778
0
0
2188
1887
5485
5543
2796
0
0
5895
3614
4166
9955
7634
66
0
6691
0
0
8126
3692
3173
5856
0
3198
3260
0
2213
0
0
7882
1642
25077
9355
6855
66
0
7576
14854
9139
6553
13017
0
0
2640
5521
5541
3131
2296
3106
4760
0
4959
23908
0
2044
5172
3568
4565
1550
3596
4790
3873
0
0
1318
6054
7451
4903
4072
0
0
6267
5798
9477
2149
2256
0
6662
2068
7863
0
2650
9474
4259
4315
0
2668
8373
4624
6353
70
0
4655
2321
10140
8784
4201
0
0
18048
2806
12360
43416
3922
0
0
7279
0
4892
3546
0
3382
11789
0
4515
21161
0
5010
2708
0
3349
3869
3000
22974
4432
0
0
4443
2363
5446
14737
3279
0
0
6969
3347
9631
12452
1506
4540
4723
0
6422
6751
0
5516
0
6690
4322
0
2207
30958
3368
62
0
2393
5686
27475
16154
10341
0
0
12008
1422
6437
22038
7088
0
2039
5694
3503
2388
15306
0
5482
10955
0
1963
6789
0
7814
0
0
2677
1802
3213
14712
14154
0
0
2470
66821
6058
9994
5190
0
0
5682
7766
7891
0
144
3255
5029
0
17244
4267
4924
4570
0
2196
3202
1784
6304
13495
5846
0
0
2545
3064
6100
96
0
0
0
3780
32941
5570
10551
4590
0
0
5006
4712
6754
3233
0
5723
4519
0
35526
7000
16828
9582
0
0
4711
2261
9260
18954
648
0
0
0
2312
1750
25610
1044
0
0
0
16906
13744
0
4257
4848
0
4413
0
7131
15973
0
0
0
4648
1384
1696
23330
2478
0
0
5985
2499
3508
21316
9038
0
0
3570
2184
7014
6331
3215
2205
4990
5950
0
4334
17736
0
4321
2484
48
32500
4102
6173
3242
0
0
5711
3764
3605
9396
4331
0
0
6645
5049
7343
3330
0
0
2978
19868
0
3765
4062
0
13290
96
3529
2461
10909
11888
3210
0
0
5302
2488
5058
16577
2898
48
48
6756
3226
6632
20482
7177
0
21195
0
0
4162
5525
4115
0
48
6313
31909
0
6572
6188
49
0
34544
7870
8824
21227
2492
0
96
3755
6591
6803
20968
4891
0
0
7926
3416
2865
6330
17130
0
4123
7008
0
2722
15618
5544
5319
0
3192
16363
5200
22131
7049
0
0
3579
2984
6180
14903
8092
0
0
0
4728
8160
25195
0
1198
3339
2840
0
5109
6728
3943
26006
0
3386
8006
7351
10068
2336
0
0
3830
4092
3921
24986
3974
96
240
6723
7863
11994
27853
7285
2025
0
2710
4491
192
5433
10542
0
1761
4926
48
5381
3422
6085
48
0
4197
5826
4514
60391
3106
48
48
1460
4626
5183
19105
5021
0
48
5100
5155
5413
2856
14425
0
2683
3878
240
3024
0
2299
21544
0
4444
1872
3937
16560
3432
48
48
2155
12937
5554
14348
4130
0
48
1500
4799
11578
23778
10664
693
1496
3656
2732
6155
0
7590
20802
0
8424
5897
0
27729
7571
0
0
2792
3467
5841
17108
3192
0
0
7279
36877
8707
17850
23860
0
0
3760
96
0
4998
13671
0
7567
3330
22426
4716
0
3499
0
0
3802
4638
4111
11911
3984
0
0
11335
2391
4801
12679
7791
0
0
7256
29666
5638
32506
0
240
10523
12715
3021
3839
0
5235
31639
0
2086
2972
6056
19311
3661
0
48
7315
2547
8778
192
0
0
0
6593
23997
6692
48324
8643
4332
6863
9813
44592
0
3587
14552
0
4539
4438
8486
5143
11941
4024
0
0
3304
3966
5325
16491
2239
384
96
0
0
7292
13004
8818
0
0
2860
0
2839
3786
4878
8364
0
8828
7586
0
2562
15608
96
3854
813
4846
14282
3149
0
0
2696
13879
3456
23249
8207
0
0
7582
3998
5816
14535
6914
0
0
5697
13472
48
3035
3942
1968
32400
54
10464
13906
5506
0
48
8393
1875
3720
14772
8588
0
0
2044
2494
5448
24900
10349
0
0
11617
4711
8632
4514
0
7806
6256
0
6841
18651
5702
0
0
5643
3995
6099
7262
12253
48
48
2457
3571
43417
7987
4575
0
0
9115
4185
9958
17955
192
7589
600
2880
8654
3427
0
0
12622
1904
8901
11125
7204
0
0
9820
2707
7524
6635
3543
0
0
6040
3084
0
1417
2199
2422
96
5462
21203
13358
21558
0
3780
3348
3529
8387
2432
0
0
3496
5837
5084
16846
4079
0
192
204
6054
7535
21473
7896
0
3208
5705
0
3350
17535
0
4124
3081
0
7181
9206
0
36
7623
1993
7336
25338
4535
0
0
7046
5980
6055
13592
6612
0
96
12858
19610
13071
0
5472
4008
48
9395
0
5828
0
0
7131
4880
13777
7407
6277
0
48
13133
1851
9155
4770
3912
48
112
18010
2259
9752
2793
3049
5805
16184
5653
0
10577
9383
0
8025
1644
11485
7617
2638
0
0
11667
2287
8199
4261
7599
0
0
15624
14542
8320
17048
11775
336
5692
0
0
2472
5082
0
1907
3523
12650
11049
3141
0
0
11974
3342
9723
8937
4359
48
100
29693
2706
9690
17383
8248
0
0
14296
4685
0
0
8963
4147
6999
5415
0
3964
7956
0
4559
2402
9299
16558
5306
192
0
4880
3393
8887
10639
4162
0
0
8775
5755
22660
8966
2966
5125
9962
3608
0
5221
7720
0
18599
25508
0
18628
6619
1254
192
7795
2402
8726
2977
0
