Date,B120BP,B120,Q120,TA2J6500,Q115,Q2100H,Q3015
2019-11-14,2555,1643,14765,16,10397,130,1647
2019-11-15,2629,504,6804,66,2697,258,105
2019-11-16,0,0,67,2,0,0,0
2019-11-17,0,0,48,0,0,0,0
2019-11-18,1982,1623,31238,92,8489,197,144
2019-11-19,2447,306,14515,69,8872,210,648
2019-11-20,1202,1184,26992,72,17006,511,1104
2019-11-21,3926,1087,12721,47,4497,153,10
2019-11-22,3926,410,9198,76,3108,546,0
2019-11-23,0,0,0,2,0,0,0
2019-11-24,0,0,0,0,0,0,0
2019-11-25,3764,1266,10704,18,8403,36,0
2019-11-26,1220,470,13417,73,4855,38,0
2019-11-27,1776,1113,14121,19,7320,273,0
2019-11-28,0,12,480,0,48,0,0
2019-11-29,0,63,3240,0,3384,0,0
2019-11-30,0,0,0,0,0,0,0
2019-12-01,0,0,0,0,0,0,0
2019-12-02,2504,499,18530,2,18628,0,1
2019-12-03,5213,640,10588,0,6619,160,3
2019-12-04,3737,994,12895,227,1254,0,0
2019-12-05,0,0,144,0,192,35,0
2019-12-06,3169,777,14633,6,7795,14,61
2019-12-07,3932,381,6494,3,2402,56,152
2019-12-08,2570,641,9898,18,8726,11,432
2019-12-09,2754,519,5712,68,2977,108,0
2019-12-10,0,12,0,6,0,0,0
2019-12-11,2775,323,7882,59,3324,38,0
2019-12-12,1701,2817,5634,55,3014,317,291
2019-12-13,1821,509,13371,42,7215,37,192
2019-12-14,0,0,0,6,0,0,0
2019-12-15,0,12,168,0,48,0,0
2019-12-16,2421,2137,8306,39,8664,227,24
2019-12-17,1641,512,5386,82,3817,112,120
2019-12-18,1820,1389,13082,413,13485,141,240
2019-12-19,1875,1177,7488,1840,4464,3,532
2019-12-20,4502,566,18365,45,8789,279,1213
2019-12-21,0,0,0,24,0,0,0
2019-12-22,0,0,0,0,0,0,0
2019-12-23,3092,952,7513,27,3403,94,0
2019-12-24,0,21,2388,42,24,0,0
2019-12-25,0,0,48,0,48,0,0
2019-12-26,2778,477,5888,32,3451,221,0
2019-12-27,4207,138,19510,39,12602,127,2
2019-12-28,0,0,0,6,0,0,0
2019-12-29,0,0,0,0,0,0,0
2019-12-30,2498,734,15587,55,7470,20,0
2019-12-31,43,420,13000,41,9881,1,2
2020-01-01,0,0,1152,0,576,0,0
2020-02-01,2676,870,7640,33,4385,48,1
2020-03-01,2166,3094,29766,27,15898,18,296
2020-04-01,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0
